Departamento;fechaProduccion;Recurso_Natural;Cantidad_Produccion;
Caqueta;2012;GRAVA DE CANTERA;12;
Caqueta;2017;ASFALTITA;14988;
Caqueta;2016;ARENAS;8012;
Caqueta;2014;ARENAS;2;
Caqueta;2015;ASFALTITA;23963;
Caqueta;2015;RECEBO;28745;
Caqueta;2016;GRAVAS;33715;
Caqueta;2020;GRAVAS;29876;
Caqueta;2013;COBRE;44;
Caqueta;2021;ARENAS;27073;
Caqueta;2019;GRAVAS;40915;
Caqueta;2015;GRAVAS DE RIO;406486;
Caqueta;2016;PLATA;208;
Caqueta;2013;GRAVAS;165147;
Caqueta;2021;ASFALTITA;5062;
Caqueta;2017;ORO;34;
Caqueta;2020;RECEBO;2713;
Caqueta;2019;ASFALTITA;25263;
Caqueta;2015;COBRE;71;
Caqueta;2020;ASFALTITA;23019;
Caqueta;2018;GRAVAS;58767;
Caqueta;2016;ASFALTITA;16035;
Caqueta;2016;RECEBO;4888;
Caqueta;2019;RECEBO;5794;
Caqueta;2020;ORO;8;
Caqueta;2015;ORO;4128;
Caqueta;2014;RECEBO;19604;
Caqueta;2017;PLATA;4;
Caqueta;2012;ASFALTITA;5581;
Caqueta;2019;COBRE;130;
Caqueta;2020;ARENAS;35007;
Caqueta;2015;GRAVA DE CANTERA;1593;
Caqueta;2013;GRAVA DE CANTERA;740;
Caqueta;2021;RECEBO;2248;
Caqueta;2014;GRAVAS DE RIO;389874;
Caqueta;2021;ORO;31654;
Caqueta;2016;ARENA DE RIO;3631;
Caqueta;2022;GRAVAS;4919;
Caqueta;2014;ARENA DE RIO;5735;
Caqueta;2021;GRAVAS;32862;
Caqueta;2015;PLATA;245;
Casanare;2016;ARENAS;15149;
Casanare;2012;ARENA DE RIO;7522;
Casanare;2015;GRAVAS DE RIO;397025;
Casanare;2015;ARENA DE RIO;3984;
Casanare;2012;ARCILLAS MISCELANEAS;353;
Casanare;2013;ARCILLAS MISCELANEAS;1206;
Casanare;2020;ARCILLAS MISCELANEAS;22;
Casanare;2015;GRAVAs DE RIO;525128;
Casanare;2018;ARCILLAS MISCELANEAS;27;
Casanare;2019;ARENAS;7589;
Casanare;2012;GRAVAS;513716;
Casanare;2013;ARENAS;3598;
Casanare;2018;CARBON;2117;
Casanare;2019;GRAVAS;1771425;
Casanare;2013;ARENA DE RIO;16776;
Casanare;2019;ARCILLAS MISCELANEAS;98;
Casanare;2018;ARCILLAS CERAMICAS;678;
Casanare;2016;GRAVAs DE RIO;101549;
Casanare;2014;ARCILLAS MISCELANEAS;41;
Casanare;2022;GRAVAS;605869;
Casanare;2021;RECEBO;10128;
Casanare;2016;GRAVAS DE RIO;84357;
Casanare;2015;ARENAS;150;
Casanare;2016;RECEBO;38288;
Casanare;2014;ARCILLAS;93;
Casanare;2013;GRAVAS;312646;
Casanare;2015;GRAVAS;149464;
Casanare;2021;GRAVAS;99031;
Casanare;2020;ARENAS;3208;
Casanare;2023;GRAVAS;64868;
Casanare;2017;ARENAS;911;
Casanare;2014;GRAVA DE CANTERA;9823;
Casanare;2015;ARCILLAS;705;
Casanare;2014;GRAVAS;288716;
Casanare;2023;ARCILLAS MISCELANEAS;650;
Casanare;2016;ARCILLAS MISCELANEAS;85;
Casanare;2016;ARCILLAS CERAMICAS;12;
Casanare;2013;GRAVAS DE RIO;435762;
Casanare;2017;GRAVAS;931345;
Casanare;2018;GRAVAS;543697;
Casanare;2017;CARBON;308;
Casanare;2013;RECEBO;3415;
Casanare;2015;GRAVA DE CANTERA;276248;
Casanare;2016;CARBON;1986;
Casanare;2020;CARBON;641;
Casanare;2014;ARENA DE RIO;26169;
Casanare;2017;RECEBO;22628;
Casanare;2017;ARCILLAS MISCELANEAS;8;
Casanare;2012;GRAVAS DE RIO;429314;
Casanare;2012;CARBON;413;
Casanare;2015;RECEBO;510;
Casanare;2015;ARCILLAS MISCELANEAS;18;
Casanare;2018;ARENAS;8355;
Casanare;2014;ARENAS;80192;
Casanare;2013;CARBON;543;
Casanare;2019;CARBON;807;
Casanare;2021;ARENAS;1318;
Casanare;2012;ARENAS;5293;
Casanare;2015;CARBON;6261;
Casanare;2021;ARCILLAS MISCELANEAS;4;
Casanare;2012;RECEBO;9621;
Casanare;2018;RECEBO;29164;
Casanare;2016;ARENA DE RIO;2498;
Casanare;2016;GRAVAS;780159;
Casanare;2013;GRAVA DE CANTERA;15772;
Casanare;2014;RECEBO;330;
Casanare;2014;ARENA DE CANTERA;10493;
Casanare;2012;GRAVA DE CANTERA;7772;
Casanare;2016;ARCILLAS;6;
Casanare;2014;GRAVAS DE RIO;790151;
Casanare;2014;CARBON;5521;
Casanare;2020;GRAVAS;1984826;
Cauca;2013;ARCILLAS;890;
Cauca;2020;MARMOL EN RAJÓN (RETAL DE MÁRMOL);35;
Cauca;2015;PLATA;98679;
Cauca;2018;ARCILLAS;0;
Cauca;2013;PLATINO;11835;
Cauca;2018;HIERRO;435;
Cauca;2012;CROMO - CROMITA;17;
Cauca;2022;GRAVAS;158905;
Cauca;2013;BASALTO;961;
Cauca;2019;ARENAS;93716;
Cauca;2016;GRAVAS DE RIO;23787;
Cauca;2012;BASALTO;950;
Cauca;2018;MARMOL EN RAJON (RETAL DE MÁRMOL);516;
Cauca;2015;BASALTO;10265;
Cauca;2022;ARCILLAS CERAMICAS;83865;
Cauca;2017;DOLOMITA;461;
Cauca;2014;BASALTO;129;
Cauca;2017;ARCILLAS CERAMICAS;156602;
Cauca;2020;ARCILLAS CERAMICAS;115678;
Cauca;2013;AZUFRE;26952;
Cauca;2023;ARENAS;36818;
Cauca;2014;GRAVAS;3609;
Cauca;2012;HIERRO;537;
Cauca;2016;CALIZAS;197;
Cauca;2013;PLATA;224683;
Cauca;2021;RECEBO;157708;
Cauca;2014;CARBON;21476;
Cauca;2013;ARCILLAS CAOLINITICA;3705;
Cauca;2012;AZUFRE;63791;
Cauca;2017;PLATINO;7163;
Cauca;2018;PLATINO;6355;
Cauca;2015;GRAVA DE CANTERA;28322;
Cauca;2019;RECEBO;162898;
Cauca;2016;DOLOMITA;1004;
Cauca;2022;ARCILLAS MISCELANEAS;94843;
Cauca;2023;GRAVAS;66932;
Cauca;2016;RECEBO;114851;
Cauca;2022;ARCILLAS CAOLINITICA;168;
Cauca;2014;GRAVAS DE RIO;443023;
Cauca;2015;ARCILLAS MISCELANEAS;28;
Cauca;2021;DIABASA;37395;
Cauca;2020;BASALTO;15966;
Cauca;2017;MARMOL EN RAJON (RETAL DE MÁRMOL);563;
Cauca;2012;BAUXITA;244;
Cauca;2020;ARCILLAS FERRUGINOSAS;2244;
Cauca;2017;AZUFRE;1017;
Cauca;2018;PLATA;435219;
Cauca;2014;ORO;4314915;
Cauca;2019;ARCILLAS MISCELANEAS;119915;
Cauca;2016;MARMOL (BLOQUE MENOR A 1 M3);0;
Cauca;2019;PLATA;13973;
Cauca;2018;CALIZAS;133;
Cauca;2015;GRAVAs DE RIO;145924;
Cauca;2022;CARBON;7246;
Cauca;2023;ARCILLAS MISCELANEAS;59728;
Cauca;2021;CARBON;6653;
Cauca;2013;ARCILLAS CERAMICAS;123378;
Cauca;2014;ROCA FOSFORICA;400;
Cauca;2013;GRAVAS;1127;
Cauca;2019;PLATINO;620;
Cauca;2016;CARBON;10399;
Cauca;2014;ARENA DE RIO;18146;
Cauca;2013;CROMO - CROMITA;187;
Cauca;2019;DIABASA;87439;
Cauca;2018;ARCILLAS MISCELANEAS;61142;
Cauca;2017;PLATA;102114;
Cauca;2023;CARBON;3686;
Cauca;2015;ARENAS;1244;
Cauca;2021;BASALTO;199312;
Cauca;2012;CARBON;40145;
Cauca;2018;ARCILLAS CERAMICAS;177303;
Cauca;2014;ARCILLAS CERAMICAS;114422;
Cauca;2015;RECEBO;15398;
Cauca;2021;ORO;580962;
Cauca;2016;MARMOL EN RAJÓN (RETAL DE MÁRMOL);0;
Cauca;2019;CARBON;24613;
Cauca;2019;CALIZAS;109;
Cauca;2020;MARMOL EN RAJON (RETAL DE MÁRMOL);92;
Cauca;2013;BAUXITA;288;
Cauca;2014;GRAVAs DE RIO;90;
Cauca;2015;ORO;5372922;
Cauca;2015;BAUXITA;861;
Cauca;2015;GRAVAS DE RIO;82647;
Cauca;2013;ORO;4435790;
Cauca;2015;ARENA DE RIO;39934;
Cauca;2016;ARCILLAS MISCELANEAS;236518;
Cauca;2018;DIABASA;107064;
Cauca;2017;ARENAS;69609;
Cauca;2012;GRAVAS DE RIO;2905;
Cauca;2021;GRAVAS;192622;
Cauca;2013;DIABASA;14233;
Cauca;2020;ARCILLAS MISCELANEAS;63343;
Cauca;2016;DIABASA;96355;
Cauca;2017;ARCILLAS MISCELANEAS;44087;
Cauca;2017;GRAVAS;241275;
Cauca;2022;ARCILLAS BENTONITICA;300;
Cauca;2016;MARMOL;137;
Cauca;2013;GRAVAS DE RIO;56494;
Cauca;2019;YESO;234;
Cauca;2018;MARMOL EN RAJÓN (RETAL DE MÁRMOL);0;
Cauca;2015;AZUFRE;2885;
Cauca;2022;ARENAS;50086;
Cauca;2014;AZUFRE;14757;
Cauca;2017;ARCILLAS;12984;
Cauca;2016;GRAVA DE CANTERA;2;
Cauca;2023;ARCILLAS CERAMICAS;13982;
Cauca;2014;HIERRO;246;
Cauca;2022;DIABASA;79101;
Cauca;2018;YESO;26;
Cauca;2020;GRAVAS;70029;
Cauca;2016;PLATA;73433;
Cauca;2012;ORO;3166938;
Cauca;2016;PLATINO;1806;
Cauca;2018;RECEBO;192221;
Cauca;2019;MARMOL EN RAJON (RETAL DE MÁRMOL);370;
Cauca;2020;DIABASA;71631;
Cauca;2019;GRAVAS;149961;
Cauca;2017;DIABASA;114501;
Cauca;2018;ARCILLAS CAOLINITICA;14903;
Cauca;2021;CALIZAS;2738;
Cauca;2022;MARMOL EN RAJÓN (RETAL DE MÁRMOL);0;
Cauca;2014;CALIZAS;189;
Cauca;2020;RECEBO;160756;
Cauca;2022;MARMOL EN RAJON (RETAL DE MÁRMOL);202;
Cauca;2017;CALIZAS;190;
Cauca;2014;RECEBO;107992;
Cauca;2019;ORO;914233;
Cauca;2017;BASALTO;8358;
Cauca;2023;MARMOL EN RAJÓN (RETAL DE MÁRMOL);17;
Cauca;2013;RECEBO;48576;
Cauca;2016;ARCILLAS CERAMICAS;128686;
Cauca;2012;PLATINO;255;
Cauca;2012;GRAVAS;412;
Cauca;2022;HIERRO;320;
Cauca;2013;ARENA DE RIO;849;
Cauca;2021;ARCILLAS CERAMICAS;66478;
Cauca;2022;RECEBO;64075;
Cauca;2018;DOLOMITA;0;
Cauca;2014;DIABASA;61066;
Cauca;2022;ORO;266194;
Cauca;2016;ARENA DE CANTERA;1;
Cauca;2012;PLATA;80158;
Cauca;2023;MARMOL EN RAJON (RETAL DE MÁRMOL);61;
Cauca;2013;ARCILLAS MISCELANEAS;29232;
Cauca;2014;MARMOL;1378;
Cauca;2016;AZUFRE;3189;
Cauca;2014;CROMO - CROMITA;68;
Cauca;2016;ARCILLAS CAOLINITICA;6061;
Cauca;2020;ARENAS;2911;
Cauca;2015;CALIZAS;118;
Cauca;2023;PLATA;152465;
Cauca;2021;HIERRO;300;
Cauca;2013;ARENA DE CANTERA;1144;
Cauca;2022;PLATA;517362;
Cauca;2013;MARMOL;205;
Cauca;2023;RECEBO;21579;
Cauca;2019;BAUXITA;37;
Cauca;2023;ORO;127467;
Cauca;2016;BASALTO;6321;
Cauca;2018;BASALTO;8047;
Cauca;2019;BASALTO;113712;
Cauca;2019;MARMOL EN RAJÓN (RETAL DE MÁRMOL);0;
Cauca;2017;CARBON;43058;
Cauca;2017;ORO;2474230;
Cauca;2023;DIABASA;40864;
Cauca;2014;GRAVA DE CANTERA;200;
Cauca;2013;ARENAS;8668;
Cauca;2014;PLATA;83096;
Cauca;2015;DIABASA;90381;
Cauca;2015;ARCILLAS CERAMICAS;20093;
Cauca;2020;ORO;694164;
Cauca;2016;GRAVAS;65812;
Cauca;2015;CARBON;42601;
Cauca;2015;DOLOMITA;199;
Cauca;2020;ARCILLAS CAOLINITICA;842;
Cauca;2012;ARCILLAS;0;
Cauca;2018;ORO;938222;
Cauca;2016;ARCILLAS;76596;
Cauca;2014;PLATINO;13318;
Cauca;2015;GRAVAS;265;
Cauca;2019;ARCILLAS;0;
Cauca;2021;ARENAS;67949;
Cauca;2017;RECEBO;147758;
Cauca;2015;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);0;
Cauca;2015;ARCILLAS;243971;
Cauca;2012;ARCILLAS CERAMICAS;110;
Cauca;2012;CALIZAS;953;
Cauca;2021;MARMOL EN RAJÓN (RETAL DE MÁRMOL);21;
Cauca;2015;ARCILLAS CAOLINITICA;304;
Cauca;2012;ARENAS;26655;
Cauca;2021;MARMOL EN RAJON (RETAL DE MÁRMOL);98;
Cauca;2018;CARBON;62281;
Cauca;2016;ARENAS;51007;
Cauca;2019;ARCILLAS CAOLINITICA;32158;
Cauca;2013;CALIZAS;45;
Cauca;2021;PLATA;180458;
Cauca;2014;BAUXITA;501;
Cauca;2016;ORO;4064514;
Cauca;2020;CARBON;11817;
Cauca;2015;MARMOL;164;
Cauca;2013;CARBON;54236;
Cauca;2017;HIERRO;173;
Cauca;2019;ARCILLAS CERAMICAS;162216;
Cauca;2015;ARENA DE CANTERA;2208;
Cauca;2012;ARENA DE RIO;16498;
Cauca;2022;CALIZAS;1244;
Cauca;2014;ARCILLAS MISCELANEAS;30506;
Cauca;2013;HIERRO;506;
Cauca;2012;ARCILLAS CAOLINITICA;260;
Cauca;2018;ARENAS;7023;
Cauca;2020;PLATA;11173;
Cauca;2021;ARCILLAS MISCELANEAS;52092;
Cauca;2018;GRAVAS;145286;
Cauca;2014;ARCILLAS;5996;
Cauca;2021;ARCILLAS CAOLINITICA;458;
Cauca;2012;ARCILLAS MISCELANEAS;33712;
Cauca;2016;ARENA DE RIO;6568;
Cauca;2012;RECEBO;8776;
Cauca;2022;BASALTO;135253;
Cauca;2014;ARENAS;11706;
Cauca;2015;PLATINO;7083;
Cesar;2013;CALIZAS;279677;
Cesar;2019;CALIZAS;392744;
Cesar;2019;MARMOL EN RAJÓN (RETAL DE MÁRMOL);35;
Cesar;2015;RECEBO;829422;
Cesar;2023;ARENAS;19546;
Cesar;2019;ARENAS;119622;
Cesar;2014;ARCILLAS FERRUGINOSAS;5703;
Cesar;2018;ARCILLAS FERRUGINOSAS;788;
Cesar;2017;GRAVAS;242381;
Cesar;2016;ARENAS;141175;
Cesar;2015;GRAVAS DE RIO;282526;
Cesar;2016;ARCILLAS MISCELANEAS;4001;
Cesar;2012;GRAVAS DE RIO;25826;
Cesar;2015;ARENAS;1505;
Cesar;2013;ARENAS;1902;
Cesar;2018;MARMOL EN RAJON (RETAL DE MÁRMOL);0;
Cesar;2017;ARCILLAS FERRUGINOSAS;3714;
Cesar;2016;CALIZAS;1064333;
Cesar;2019;PUZOLANAS;35;
Cesar;2015;COBRE;266;
Cesar;2021;ARCILLAS MISCELANEAS;3193;
Cesar;2016;GRAVA DE CANTERA;4136;
Cesar;2019;BARITA;75;
Cesar;2022;CARBON;30271308;
Cesar;2017;ARCILLAS MISCELANEAS;245;
Cesar;2022;ARCILLAS MISCELANEAS;856;
Cesar;2012;CARBON;46696882;
Cesar;2014;ARENA DE RIO;17904;
Cesar;2013;ARCILLAS;337;
Cesar;2016;ARCILLAS CERAMICAS;15;
Cesar;2012;MARMOL;1805;
Cesar;2017;RECEBO;1353186;
Cesar;2017;ARCILLAS;2657;
Cesar;2022;ARCILLAS CERAMICAS;1353;
Cesar;2012;ARCILLAS MISCELANEAS;914;
Cesar;2022;COBRE;808;
Cesar;2013;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);283;
Cesar;2018;TANTALIO;76;
Cesar;2023;GRAVAS;32821;
Cesar;2013;ARCILLAS MISCELANEAS;3072;
Cesar;2014;COBRE;251;
Cesar;2017;MARMOL EN RAJON (RETAL DE MÁRMOL);889;
Cesar;2014;MARMOL;3146;
Cesar;2015;ARENA DE RIO;193656;
Cesar;2013;RECEBO;21745;
Cesar;2016;CARBON;48671642;
Cesar;2017;BARITA;1066;
Cesar;2021;COBRE;810;
Cesar;2019;MARMOL (BLOQUE MENOR A 1 M3);63;
Cesar;2022;ARENAS;44699;
Cesar;2020;BARITA;40;
Cesar;2021;CALIZAS;1210341;
Cesar;2016;GRAVAS;602417;
Cesar;2016;COBRE;30;
Cesar;2016;MARMOL (BLOQUE MENOR A 1 M3);632;
Cesar;2023;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);11;
Cesar;2013;MARMOL;2773;
Cesar;2014;RECEBO;469513;
Cesar;2018;CALIZAS;398249;
Cesar;2015;ARCILLAS;10908;
Cesar;2021;CARBON;29605603;
Cesar;2020;MARMOL (BLOQUE MENOR A 1 M3);114;
Cesar;2023;RECEBO;168021;
Cesar;2016;ARENA DE CANTERA;49;
Cesar;2022;HIERRO;10;
Cesar;2021;BARITA;28;
Cesar;2014;ARENA DE CANTERA;72;
Cesar;2014;MARMOL (BLOQUE MENOR A 1 M3);1118;
Cesar;2022;GRAVAS;291938;
Cesar;2016;ARENA DE RIO;36008;
Cesar;2018;MARMOL (BLOQUE MENOR A 1 M3);669;
Cesar;2018;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);119;
Cesar;2022;ARCILLAS FERRUGINOSAS;900;
Cesar;2018;COBRE;1638;
Cesar;2016;ARCILLAS;2232;
Cesar;2018;RECEBO;431878;
Cesar;2017;SERPENTINA (BLOQUE MAYOR O IGUAL A 1 M3);52;
Cesar;2018;GRAVAS;192862;
Cesar;2019;ARCILLAS MISCELANEAS;13585;
Cesar;2016;GRAVAs DE RIO;12568;
Cesar;2014;GRAVAS;49461;
Cesar;2020;CALIZAS;576377;
Cesar;2013;GRAVAS DE RIO;88237;
Cesar;2015;CARBON;45422164;
Cesar;2014;GRAVAS DE RIO;31862;
Cesar;2023;CALIZAS;208324;
Cesar;2018;ARENAS;160246;
Cesar;2022;BARITA;134;
Cesar;2023;MARMOL (BLOQUE MENOR A 1 M3);32;
Cesar;2019;GRAVAS;192647;
Cesar;2013;ARCILLAS FERRUGINOSAS;4317;
Cesar;2015;CALIZAS;630262;
Cesar;2020;GRAVAS;161174;
Cesar;2015;GRAVAS;42033;
Cesar;2016;MARMOL EN RAJÓN (RETAL DE MÁRMOL);1219;
Cesar;2019;CARBON;52025239;
Cesar;2015;ARENA DE CANTERA;321;
Cesar;2016;GRAVAS DE RIO;121043;
Cesar;2018;ARCILLAS CERAMICAS;850;
Cesar;2012;RECEBO;64236;
Cesar;2014;CALIZAS;725705;
Cesar;2015;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);79;
Cesar;2023;DOLOMITA;334;
Cesar;2023;CARBON;15724315;
Cesar;2013;MARMOL (BLOQUE MENOR A 1 M3);532;
Cesar;2021;GRAVAS;177327;
Cesar;2014;BARITA;1381;
Cesar;2017;MARMOL (BLOQUE MENOR A 1 M3);13;
Cesar;2020;ARENAS;62532;
Cesar;2022;CALIZAS;748488;
Cesar;2022;RECEBO;765405;
Cesar;2013;BARITA;340;
Cesar;2012;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);148;
Cesar;2014;ARCILLAS;3946;
Cesar;2018;BARITA;135;
Cesar;2018;ARCILLAS;0;
Cesar;2020;ARCILLAS MISCELANEAS;4931;
Cesar;2014;GRAVA DE CANTERA;39379;
Cesar;2018;ARCILLAS MISCELANEAS;92;
Cesar;2012;GRAVA DE CANTERA;27737;
Cesar;2014;MARMOL EN RAJÓN (RETAL DE MÁRMOL);62;
Cesar;2019;COBRE;2023;
Cesar;2022;MARMOL (BLOQUE MENOR A 1 M3);36;
Cesar;2014;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);102;
Cesar;2017;CARBON;50711219;
Cesar;2015;MARMOL EN RAJÓN (RETAL DE MÁRMOL);2337;
Cesar;2021;ARENAS;78582;
Cesar;2015;BARITA;678;
Cesar;2015;ARCILLAS MISCELANEAS;255;
Cesar;2016;RECEBO;1621981;
Cesar;2015;GRAVAs DE RIO;5664;
Cesar;2012;GRAVAS;13871;
Cesar;2012;ARCILLAS;0;
Cesar;2016;MARMOL;282;
Cesar;2019;BASALTO;8;
Cesar;2020;COBRE;360;
Cesar;2015;MARMOL;1444;
Cesar;2012;ARCILLAS FERRUGINOSAS;2223;
Cesar;2013;MARMOL EN RAJÓN (RETAL DE MÁRMOL);1;
Cesar;2016;ARCILLAS FERRUGINOSAS;155;
Cesar;2013;GRAVA DE CANTERA;103266;
Cesar;2020;BASALTO;107718;
Cesar;2015;ARCILLAS FERRUGINOSAS;930;
Cesar;2015;MARMOL (BLOQUE MENOR A 1 M3);1442;
Cesar;2014;CARBON;47388946;
Cesar;2020;CARBON;34597339;
Cesar;2014;ARENAS;45944;
Cesar;2020;RECEBO;370459;
Cesar;2013;CARBON;45256863;
Cesar;2023;HIERRO;30;
Cesar;2013;ARENA DE RIO;55191;
Cesar;2013;COBRE;55;
Cesar;2014;GRAVAs DE RIO;48;
Cesar;2016;BARITA;725;
Cesar;2013;GRAVAS;55881;
Cesar;2021;BASALTO;9577;
Cesar;2021;RECEBO;710333;
Cesar;2019;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);39;
Cesar;2018;CARBON;46615944;
Cesar;2017;ARENAS;127144;
Cesar;2019;RECEBO;374257;
Cesar;2022;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);64;
Cesar;2018;BASALTO;15;
Cesar;2017;CALIZAS;483037;
Cesar;2014;ARCILLAS MISCELANEAS;2216;
Cesar;2021;MARMOL (BLOQUE MENOR A 1 M3);506;
Cesar;2016;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);17;
Cesar;2012;CALIZAS;54144;
Cesar;2019;MARMOL EN RAJON (RETAL DE MÁRMOL);23;
Cesar;2012;ARENAS;1905;
Cesar;2015;GRAVA DE CANTERA;26443;
Cesar;2012;ARENA DE RIO;522;
Cesar;2012;BARITA;536;
Choco;2018;ARENAS;3918;
Choco;2014;ARENA DE RIO;23851;
Choco;2013;ORO;15307515;
Choco;2019;PLATA;1276754;
Choco;2023;PLATINO;352279;
Choco;2017;PLATINO;552953;
Choco;2019;GRAVAS;1301;
Choco;2016;GRAVAs DE RIO;1959;
Choco;2015;ORO;14772750;
Choco;2013;GRAVAS DE RIO;30763;
Choco;2021;PLATINO;539641;
Choco;2023;ARENAS;9338;
Choco;2015;ARENAS;5034;
Choco;2020;GRAVAS;977;
Choco;2020;ORO;6486838;
Choco;2022;ORO;5572562;
Choco;2017;ORO;9260176;
Choco;2015;ARENA DE RIO;54332;
Choco;2015;GRAVAS;90;
Choco;2023;GRAVAS;4018;
Choco;2022;PLATA;705419;
Choco;2013;PLATINO;1493302;
Choco;2012;ORO;24462164;
Choco;2016;ARENAS;131706;
Choco;2016;GRAVAS DE RIO;4707;
Choco;2019;ORO;5207782;
Choco;2018;GRAVAS;1375;
Choco;2018;ORO;4505270;
Choco;2021;ARENAS;4402;
Choco;2019;PLATINO;134677;
Choco;2020;ARENAS;3909;
Choco;2013;PLATA;1794249;
Choco;2016;PLATA;1035231;
Choco;2023;PLATA;409039;
Choco;2013;ARENAS;16076;
Choco;2016;PLATINO;888002;
Choco;2021;PLATA;79165;
Choco;2015;GRAVA DE CANTERA;18569;
Choco;2014;GRAVAS;3228;
Choco;2020;PLATINO;243793;
Choco;2017;PLATA;1862731;
Choco;2014;ARENAS;10068;
Choco;2015;PLATINO;738525;
Choco;2018;PLATINO;193185;
Choco;2015;GRAVAS DE RIO;6745;
Choco;2023;ORO;3690277;
Choco;2017;GRAVAS;1673;
Choco;2018;PLATA;1613545;
Choco;2014;PLATINO;1093449;
Choco;2020;PLATA;776017;
Choco;2013;ARENA DE RIO;2268;
Choco;2018;ARCILLAS MISCELANEAS;1302;
Choco;2014;GRAVAS DE RIO;19742;
Choco;2021;GRAVAS;651;
Choco;2012;PLATA;4756948;
Choco;2016;ARENA DE RIO;12076;
Choco;2013;GRAVAS;320;
Choco;2014;PLATA;53264;
Choco;2017;ARENAS;6553;
Choco;2016;ORO;15000045;
Choco;2015;PLATA;683507;
Choco;2021;ORO;6339457;
Choco;2019;ARENAS;5204;
Choco;2012;PLATINO;1439282;
Choco;2014;ORO;11941563;
Choco;2022;PLATINO;35719;
Choco;2016;GRAVAS;57698;
Cordoba;2016;MARMOL;3177;
Cordoba;2015;GRAVAs DE RIO;104595;
Cordoba;2018;DIABASA;307799;
Cordoba;2013;ARENAS SILICEAS;115;
Cordoba;2022;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;335;
Cordoba;2020;ARCILLAS MISCELANEAS;53436;
Cordoba;2014;ORO;496864;
Cordoba;2018;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;42;
Cordoba;2019;CALIZAS;46258;
Cordoba;2020;GRAVAS;165953;
Cordoba;2020;PLATA;206528;
Cordoba;2013;DIABASA;113061;
Cordoba;2015;MARMOL;2492;
Cordoba;2015;CALIZAS;146769;
Cordoba;2012;RECEBO;2845;
Cordoba;2013;ARENA DE CANTERA;25016;
Cordoba;2020;DIABASA;358202;
Cordoba;2018;PLATA;20283;
Cordoba;2023;ORO;1132232;
Cordoba;2017;CALIZAS;91342;
Cordoba;2016;CARBON;1246872;
Cordoba;2016;GRAVAs DE RIO;33732;
Cordoba;2019;CARBON;67879;
Cordoba;2022;GRAVAS;230466;
Cordoba;2017;GRAVAS;231958;
Cordoba;2023;ARENAS;19289;
Cordoba;2022;PLATA;125729;
Cordoba;2014;ARCILLAS MISCELANEAS;26605;
Cordoba;2015;ARCILLAS MISCELANEAS;14113;
Cordoba;2017;ORO;682928;
Cordoba;2022;CALIZAS;74379;
Cordoba;2017;ARENAS;5781;
Cordoba;2017;CARBON;576041;
Cordoba;2022;CARBONATO DE CALCIO;2;
Cordoba;2018;MARMOL (BLOQUE MENOR A 1 M3);605;
Cordoba;2018;PLATINO;44477;
Cordoba;2018;MARMOL EN RAJON (RETAL DE MÁRMOL);0;
Cordoba;2018;CARBON;698667;
Cordoba;2016;PLATA;17861;
Cordoba;2012;MARMOL;1835;
Cordoba;2016;GRAVAS;68512;
Cordoba;2023;PLATA;127821;
Cordoba;2020;CARBONATO DE CALCIO;0;
Cordoba;2015;ARENAS;67769;
Cordoba;2020;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;430;
Cordoba;2019;ARENAS SILICEAS;834;
Cordoba;2013;RECEBO;64064;
Cordoba;2015;PLATA;18155;
Cordoba;2018;NIQUEL;94919782;
Cordoba;2016;CALIZAS;107605;
Cordoba;2012;NIQUEL;115462366;
Cordoba;2022;PLATINO;73185;
Cordoba;2014;ARCILLAS;21319;
Cordoba;2014;DIABASA;25624;
Cordoba;2012;ORO;759929;
Cordoba;2018;RECEBO;790139;
Cordoba;2021;ORO;1600197;
Cordoba;2022;ORO;1316770;
Cordoba;2015;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);655;
Cordoba;2018;GRAVAS;300554;
Cordoba;2017;ARCILLAS;1165;
Cordoba;2015;ARCILLAS;28896;
Cordoba;2012;CALIZAS;8022;
Cordoba;2023;GRAVAS;4228;
Cordoba;2021;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;218;
Cordoba;2021;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);397;
Cordoba;2017;RECEBO;596656;
Cordoba;2019;PLATINO;42651;
Cordoba;2015;ORO;455072;
Cordoba;2021;CALIZAS;35836;
Cordoba;2019;PLATA;86397;
Cordoba;2013;GRAVAS;1204;
Cordoba;2012;ARENA DE RIO;1165;
